NO.,Time,Voltage
1.0,-6.06e-05,0.84
2.0,-6.04e-05,1.08
3.0,-6.02e-05,1.12
4.0,-6e-05,1.4
5.0,-5.98e-05,1.4
6.0,-5.96e-05,1.72
7.0,-5.94e-05,1.68
8.0,-5.92e-05,1.92
9.0,-5.9e-05,1.92
10.0,-5.88e-05,2.12
11.0,-5.86e-05,2.12
12.0,-5.84e-05,2.28
13.0,-5.82e-05,2.28
14.0,-5.8e-05,2.32
15.0,-5.78e-05,2.36
16.0,-5.76e-05,2.36
17.0,-5.74e-05,2.36
18.0,-5.72e-05,2.24
19.0,-5.7e-05,2.24
20.0,-5.68e-05,2.12
21.0,-5.66e-05,2.12
22.0,-5.64e-05,1.88
23.0,-5.62e-05,1.88
24.0,-5.6e-05,1.6
25.0,-5.58e-05,1.56
26.0,-5.56e-05,1.24
27.0,-5.54e-05,1.16
28.0,-5.52e-05,0.76
29.0,-5.5e-05,0.76
30.0,-5.48e-05,0.32
31.0,-5.46e-05,0.28
32.0,-5.44e-05,-0.16
33.0,-5.42e-05,-0.2
34.0,-5.4e-05,-0.4
35.0,-5.38e-05,-0.4
36.0,-5.36e-05,-0.52
37.0,-5.34e-05,-0.52
38.0,-5.32e-05,-0.56
39.0,-5.3e-05,-0.56
40.0,-5.28e-05,-0.52
41.0,-5.26e-05,-0.56
42.0,-5.24e-05,-0.56
43.0,-5.22e-05,-0.56
44.0,-5.2e-05,-0.6
45.0,-5.18e-05,-0.56
46.0,-5.16e-05,-0.6
47.0,-5.14e-05,-0.56
48.0,-5.12e-05,-0.6
49.0,-5.1e-05,-0.6
50.0,-5.08e-05,-0.56
51.0,-5.06e-05,-0.6
52.0,-5.04e-05,-0.56
53.0,-5.02e-05,-0.56
54.0,-5e-05,-0.6
55.0,-4.98e-05,-0.56
56.0,-4.96e-05,-0.6
57.0,-4.94e-05,-0.56
58.0,-4.92e-05,-0.6
59.0,-4.9e-05,-0.56
60.0,-4.88e-05,-0.6
61.0,-4.86e-05,-0.6
62.0,-4.84e-05,-0.56
63.0,-4.82e-05,-0.56
64.0,-4.8e-05,-0.6
65.0,-4.78e-05,-0.6
66.0,-4.76e-05,-0.56
67.0,-4.74e-05,-0.56
68.0,-4.72e-05,-0.6
69.0,-4.7e-05,-0.56
70.0,-4.68e-05,-0.6
71.0,-4.66e-05,-0.6
72.0,-4.64e-05,-0.56
73.0,-4.62e-05,-0.56
74.0,-4.6e-05,-0.56
75.0,-4.58e-05,-0.6
76.0,-4.56e-05,-0.56
77.0,-4.54e-05,-0.56
78.0,-4.52e-05,-0.56
79.0,-4.5e-05,-0.56
80.0,-4.48e-05,-0.52
81.0,-4.46e-05,-0.52
82.0,-4.44e-05,-0.6
83.0,-4.42e-05,-0.52
84.0,-4.4e-05,-0.56
85.0,-4.38e-05,-0.56
86.0,-4.36e-05,-0.52
87.0,-4.34e-05,-0.56
88.0,-4.32e-05,-0.52
89.0,-4.3e-05,-0.52
90.0,-4.28e-05,-0.56
91.0,-4.26e-05,-0.52
92.0,-4.24e-05,-0.52
93.0,-4.22e-05,-0.52
94.0,-4.2e-05,-0.52
95.0,-4.18e-05,-0.52
96.0,-4.16e-05,-0.48
97.0,-4.14e-05,-0.52
98.0,-4.12e-05,-0.48
99.0,-4.1e-05,-0.48
100.0,-4.08e-05,-0.52
101.0,-4.06e-05,-0.48
102.0,-4.04e-05,-0.52
103.0,-4.02e-05,-0.48
104.0,-4e-05,-0.52
105.0,-3.98e-05,-0.48
106.0,-3.96e-05,-0.52
107.0,-3.94e-05,-0.48
108.0,-3.92e-05,-0.52
109.0,-3.9e-05,-0.52
110.0,-3.88e-05,-0.48
111.0,-3.86e-05,-0.52
112.0,-3.84e-05,-0.52
113.0,-3.82e-05,-0.52
114.0,-3.8e-05,-0.52
115.0,-3.78e-05,-0.52
116.0,-3.76e-05,-0.56
117.0,-3.74e-05,-0.52
118.0,-3.72e-05,-0.56
119.0,-3.7e-05,-0.52
120.0,-3.68e-05,-0.56
121.0,-3.66e-05,-0.52
122.0,-3.64e-05,-0.56
123.0,-3.62e-05,-0.52
124.0,-3.6e-05,-0.56
125.0,-3.58e-05,-0.56
126.0,-3.56e-05,-0.52
127.0,-3.54e-05,-0.56
128.0,-3.52e-05,-0.52
129.0,-3.5e-05,-0.52
130.0,-3.48e-05,-0.56
131.0,-3.46e-05,-0.52
132.0,-3.44e-05,-0.56
133.0,-3.42e-05,-0.52
134.0,-3.4e-05,-0.56
135.0,-3.38e-05,-0.52
136.0,-3.36e-05,-0.52
137.0,-3.34e-05,-0.52
