NO.,Time,Voltage
1.0,-0.00003,0.860000
2.0,-0.00003,1.040000
3.0,-0.00003,1.060000
4.0,-0.00003,1.280000
5.0,-0.00003,1.320000
6.0,-0.000029,1.500000
7.0,-0.000029,1.540000
8.0,-0.000029,1.740000
9.0,-0.000029,1.740000
10.0,-0.000029,1.980000
11.0,-0.000029,1.980000
12.0,-0.000029,2.160000
13.0,-0.000029,2.160000
14.0,-0.000029,2.360000
15.0,-0.000029,2.360000
16.0,-0.000029,2.520000
17.0,-0.000028,2.540000
18.0,-0.000028,2.680000
19.0,-0.000028,2.700000
20.0,-0.000028,2.800000
21.0,-0.000028,2.820000
22.0,-0.000028,2.900000
23.0,-0.000028,2.920000
24.0,-0.000028,3.000000
25.0,-0.000028,3.000000
26.0,-0.000028,3.020000
27.0,-0.000027,3.040000
28.0,-0.000027,3.080000
29.0,-0.000027,3.060000
30.0,-0.000027,3.080000
31.0,-0.000027,3.060000
32.0,-0.000027,3.020000
33.0,-0.000027,3.020000
34.0,-0.000027,2.940000
35.0,-0.000027,2.940000
36.0,-0.000027,2.840000
37.0,-0.000026,2.820000
38.0,-0.000026,2.680000
39.0,-0.000026,2.660000
40.0,-0.000026,2.520000
41.0,-0.000026,2.500000
42.0,-0.000026,2.320000
43.0,-0.000026,2.300000
44.0,-0.000026,2.060000
45.0,-0.000026,2.040000
46.0,-0.000025,1.840000
47.0,-0.000025,1.800000
48.0,-0.000025,1.560000
49.0,-0.000025,1.540000
50.0,-0.000025,1.260000
51.0,-0.000025,1.220000
52.0,-0.000025,0.940000
53.0,-0.000025,0.900000
54.0,-0.000025,0.620000
55.0,-0.000025,0.560000
56.0,-0.000024,0.260000
57.0,-0.000024,0.220000
58.0,-0.000024,-0.020000
59.0,-0.000024,-0.040000
60.0,-0.000024,-0.220000
61.0,-0.000024,-0.220000
62.0,-0.000024,-0.300000
63.0,-0.000024,-0.320000
64.0,-0.000024,-0.400000
65.0,-0.000024,-0.380000
66.0,-0.000023,-0.440000
67.0,-0.000023,-0.440000
