NO.,Time,Voltage
1.0,-0.00003,-0.440000
2.0,-0.00003,-0.240000
3.0,-0.00003,-0.200000
4.0,-0.00003,0.040000
5.0,-0.00003,0.120000
6.0,-0.000029,0.440000
7.0,-0.000029,0.480000
8.0,-0.000029,0.840000
9.0,-0.000029,0.880000
10.0,-0.000029,1.320000
11.0,-0.000029,1.360000
12.0,-0.000029,1.760000
13.0,-0.000029,1.800000
14.0,-0.000029,2.160000
15.0,-0.000029,2.200000
16.0,-0.000029,2.520000
17.0,-0.000028,2.600000
18.0,-0.000028,2.920000
19.0,-0.000028,2.960000
20.0,-0.000028,3.280000
21.0,-0.000028,3.320000
22.0,-0.000028,3.560000
23.0,-0.000028,3.600000
24.0,-0.000028,3.800000
25.0,-0.000028,3.840000
26.0,-0.000028,4.000000
27.0,-0.000027,4.000000
28.0,-0.000027,4.120000
29.0,-0.000027,4.120000
30.0,-0.000027,4.200000
31.0,-0.000027,4.200000
32.0,-0.000027,4.120000
33.0,-0.000027,4.120000
34.0,-0.000027,4.040000
35.0,-0.000027,4.040000
36.0,-0.000027,3.920000
37.0,-0.000026,3.880000
38.0,-0.000026,3.680000
39.0,-0.000026,3.640000
40.0,-0.000026,3.400000
41.0,-0.000026,3.360000
42.0,-0.000026,3.040000
43.0,-0.000026,2.960000
44.0,-0.000026,2.600000
45.0,-0.000026,2.560000
46.0,-0.000025,2.120000
47.0,-0.000025,2.080000
48.0,-0.000025,1.640000
49.0,-0.000025,1.560000
50.0,-0.000025,1.040000
51.0,-0.000025,0.920000
52.0,-0.000025,0.400000
53.0,-0.000025,0.360000
54.0,-0.000025,0.000000
55.0,-0.000025,0.000000
56.0,-0.000024,-0.280000
57.0,-0.000024,-0.320000
58.0,-0.000024,-0.440000
59.0,-0.000024,-0.440000
60.0,-0.000024,-0.560000
61.0,-0.000024,-0.520000
62.0,-0.000024,-0.600000
63.0,-0.000024,-0.600000
64.0,-0.000024,-0.680000
65.0,-0.000024,-0.640000
66.0,-0.000023,-0.720000
67.0,-0.000023,-0.720000
68.0,-0.000023,-0.720000
69.0,-0.000023,-0.720000
70.0,-0.000023,-0.760000
71.0,-0.000023,-0.720000
72.0,-0.000023,-0.760000
73.0,-0.000023,-0.720000
74.0,-0.000023,-0.760000
75.0,-0.000023,-0.760000
76.0,-0.000023,-0.720000
77.0,-0.000022,-0.760000
