[2.0, 2.1, 2.2, 2.3000000000000003, 2.4000000000000004, 2.5000000000000004, 2.6000000000000005, 2.7000000000000006, 2.8000000000000007, 2.900000000000001, 3.000000000000001, 3.100000000000001, 3.200000000000001, 3.300000000000001, 3.4000000000000012, 3.5000000000000013, 3.6000000000000014, 3.7000000000000015, 3.8000000000000016, 3.9000000000000017]
5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01,5.000000000000000000e-01
5.000000000000000000e-01,5.250000000000000222e-01,5.500000000000000444e-01,5.750000000000000666e-01,6.000000000000000888e-01,6.250000000000001110e-01,6.500000000000001332e-01,6.750000000000001554e-01,7.000000000000001776e-01,7.250000000000001998e-01,7.500000000000002220e-01,7.750000000000002442e-01,8.000000000000002665e-01,8.250000000000002887e-01,8.500000000000003109e-01,8.750000000000003331e-01,9.000000000000003553e-01,9.250000000000003775e-01,9.500000000000003997e-01,9.750000000000004219e-01
5.000000000000000000e-01,5.236874999999999725e-01,5.444999999999999840e-01,5.620625000000000204e-01,5.760000000000000675e-01,5.859375000000001110e-01,5.915000000000000258e-01,5.923125000000000195e-01,5.879999999999999671e-01,5.781874999999999654e-01,5.624999999999997780e-01,5.405624999999998348e-01,5.119999999999996776e-01,4.764374999999995697e-01,4.334999999999993858e-01,3.828124999999992784e-01,3.239999999999990665e-01,2.566874999999989582e-01,1.804999999999987170e-01,9.506249999999848155e-02
5.000000000000000000e-01,5.238216949218750251e-01,5.456434500000000298e-01,5.661409660156251356e-01,5.861376000000000364e-01,6.065368652343750000e-01,6.282321500000002112e-01,6.519916863281252084e-01,6.783168000000001641e-01,7.072714730468752098e-01,7.382812500000002220e-01,7.698995191406252658e-01,7.995392000000002275e-01,8.231678683593750545e-01,8.349643500000001328e-01,8.269348144531246669e-01,7.884863999999990325e-01,7.059564011718734156e-01,5.620950499999970429e-01,3.354999222656203650e-01
5.000000000000000000e-01,5.238083063872032152e-01,5.454166860386145954e-01,5.649383570133958976e-01,5.821927532789761273e-01,5.966247408650816597e-01,6.072469408365814836e-01,6.126260236752586463e-01,6.109687327457280492e-01,6.004117557368376934e-01,5.796661376953123890e-01,5.491781736597438623e-01,5.128840565227517079e-01,4.803563452381903742e-01,4.685162063788633757e-01,5.008976948447535493e-01,6.003921492541463012e-01,7.680532550204226538e-01,9.353479781088922529e-01,8.694649252589944366e-01
5.000000000000000000e-01,5.238096455486433989e-01,5.454621141843939425e-01,5.653009225133217575e-01,5.837864431402113308e-01,6.016591486318896287e-01,6.200950435711065634e-01,6.407515227359703580e-01,6.655206329878602389e-01,6.957606899985525617e-01,7.309599195141348593e-01,7.675026724300256786e-01,7.994688034800595533e-01,8.237266185310764266e-01,8.466298205133540034e-01,8.749971795038803402e-01,8.637170989252799247e-01,6.591455741499384624e-01,2.297941242346980828e-01,4.426331091131262552e-01
5.000000000000000000e-01,5.238095116355807601e-01,5.454530315825473208e-01,5.651923158934911706e-01,5.831515966701892317e-01,5.991635437485984816e-01,6.125006693251006107e-01,6.215103238882653258e-01,6.232881761548347832e-01,6.138654815287428734e-01,5.899725467340732887e-01,5.531711927526626882e-01,5.130189943751088943e-01,4.791635522996354202e-01,4.414824096049921320e-01,3.828199037744710598e-01,4.237555390177614179e-01,8.312889390454001326e-01,6.725573818672438975e-01,9.621652553368971184e-01
5.000000000000000000e-01,5.238095250269179104e-01,5.454548482239031104e-01,5.652249124814195946e-01,5.834059487308757008e-01,6.004164789780496170e-01,6.170933584436514296e-01,6.351351512091359952e-01,6.574400717371605696e-01,6.874004911370600324e-01,7.257148225025551458e-01,7.662357552099037239e-01,7.994576185134750768e-01,8.235672800758593315e-01,8.383573514888315037e-01,8.269408876700156119e-01,8.790724158103008223e-01,5.189162638048409049e-01,8.368510098598646030e-01,1.419727793615847555e-01
5.000000000000000000e-01,5.238095236877844396e-01,5.454544849004723250e-01,5.652151348211196247e-01,5.833042745191261425e-01,5.997913268741273951e-01,6.143517780618051871e-01,6.256939254507468684e-01,6.305953466719138589e-01,6.231550621726072992e-01,5.971584567079202266e-01,5.552674202082180654e-01,5.130404310855618544e-01,4.795039103722245621e-01,4.607486291577754800e-01,5.008837958933980428e-01,3.826947728582727470e-01,9.236760473655633019e-01,5.188193091942799873e-01,4.750843861995331374e-01
5.000000000000000000e-01,5.238095238216978755e-01,5.454545575653521050e-01,5.652180682376053422e-01,5.833449548324211031e-01,6.001042277017527571e-01,6.160015442206696612e-01,6.323428001829117795e-01,6.522455951973995525e-01,6.810152089176577661e-01,7.216807028704057547e-01,7.655310880169378107e-01,7.994558309027288701e-01,8.236137040229020156e-01,8.447617216158213038e-01,8.749972661668662388e-01,8.504621412668202929e-01,2.608448454881640566e-01,9.486541676855106964e-01,9.725789275368899034e-01
