"Rigol Technologies,Inc. -[Data]",,
,,
,,
,,
CH1 500mV  10.00us 25.00MSa  Size=600  [Date:10/14/2015],,
,,
,,
NO.,Time,Voltage
,,
1.0,-6.06e-05,0.44
2.0,-6.04e-05,0.56
3.0,-6.02e-05,0.56
4.0,-6e-05,0.68
5.0,-5.98e-05,0.7
6.0,-5.96e-05,0.78
7.0,-5.94e-05,0.78
8.0,-5.92e-05,0.84
9.0,-5.9e-05,0.86
10.0,-5.88e-05,0.88
11.0,-5.86e-05,0.88
12.0,-5.84e-05,0.88
13.0,-5.82e-05,0.88
14.0,-5.8e-05,0.86
15.0,-5.78e-05,0.84
16.0,-5.76e-05,0.78
17.0,-5.74e-05,0.76
18.0,-5.72e-05,0.68
19.0,-5.7e-05,0.66
20.0,-5.68e-05,0.54
21.0,-5.66e-05,0.52
22.0,-5.64e-05,0.38
23.0,-5.62e-05,0.36
24.0,-5.6e-05,0.18
25.0,-5.58e-05,0.16
26.0,-5.56e-05,-0.02
27.0,-5.54e-05,-0.02
28.0,-5.52e-05,-0.22
29.0,-5.5e-05,-0.22
30.0,-5.48e-05,-0.34
31.0,-5.46e-05,-0.34
32.0,-5.44e-05,-0.38
33.0,-5.42e-05,-0.4
34.0,-5.4e-05,-0.44
35.0,-5.38e-05,-0.42
36.0,-5.36e-05,-0.44
37.0,-5.34e-05,-0.44
38.0,-5.32e-05,-0.46
39.0,-5.3e-05,-0.44
40.0,-5.28e-05,-0.46
41.0,-5.26e-05,-0.46
42.0,-5.24e-05,-0.44
43.0,-5.22e-05,-0.44
44.0,-5.2e-05,-0.46
45.0,-5.18e-05,-0.48
46.0,-5.16e-05,-0.44
47.0,-5.14e-05,-0.46
48.0,-5.12e-05,-0.44
49.0,-5.1e-05,-0.48
50.0,-5.08e-05,-0.44
51.0,-5.06e-05,-0.46
52.0,-5.04e-05,-0.44
53.0,-5.02e-05,-0.44
54.0,-5e-05,-0.46
55.0,-4.98e-05,-0.44
56.0,-4.96e-05,-0.46
57.0,-4.94e-05,-0.44
58.0,-4.92e-05,-0.42
59.0,-4.9e-05,-0.44
60.0,-4.88e-05,-0.42
61.0,-4.86e-05,-0.42
62.0,-4.84e-05,-0.42
63.0,-4.82e-05,-0.42
64.0,-4.8e-05,-0.4
65.0,-4.78e-05,-0.4
66.0,-4.76e-05,-0.32
67.0,-4.74e-05,-0.34
68.0,-4.72e-05,-0.22
69.0,-4.7e-05,-0.22
70.0,-4.68e-05,-0.1
71.0,-4.66e-05,-0.1
72.0,-4.64e-05,0.04
73.0,-4.62e-05,0.04
74.0,-4.6e-05,0.2
75.0,-4.58e-05,0.22
76.0,-4.56e-05,0.34
77.0,-4.54e-05,0.36
78.0,-4.52e-05,0.5
79.0,-4.5e-05,0.52
80.0,-4.48e-05,0.62
81.0,-4.46e-05,0.64
82.0,-4.44e-05,0.74
83.0,-4.42e-05,0.74
84.0,-4.4e-05,0.82
85.0,-4.38e-05,0.82
86.0,-4.36e-05,0.88
87.0,-4.34e-05,0.86
88.0,-4.32e-05,0.9
89.0,-4.3e-05,0.88
90.0,-4.28e-05,0.88
91.0,-4.26e-05,0.88
92.0,-4.24e-05,0.84
93.0,-4.22e-05,0.82
94.0,-4.2e-05,0.72
95.0,-4.18e-05,0.74
96.0,-4.16e-05,0.6
97.0,-4.14e-05,0.6
98.0,-4.12e-05,0.46
99.0,-4.1e-05,0.46
100.0,-4.08e-05,0.28
101.0,-4.06e-05,0.26
102.0,-4.04e-05,0.08
103.0,-4.02e-05,0.06
104.0,-4e-05,-0.08
105.0,-3.98e-05,-0.12
106.0,-3.96e-05,-0.26
107.0,-3.94e-05,-0.3
108.0,-3.92e-05,-0.38
109.0,-3.9e-05,-0.38
110.0,-3.88e-05,-0.42
111.0,-3.86e-05,-0.42
112.0,-3.84e-05,-0.44
113.0,-3.82e-05,-0.42
114.0,-3.8e-05,-0.44
115.0,-3.78e-05,-0.44
116.0,-3.76e-05,-0.46
117.0,-3.74e-05,-0.46
118.0,-3.72e-05,-0.44
119.0,-3.7e-05,-0.46
120.0,-3.68e-05,-0.44
121.0,-3.66e-05,-0.44
122.0,-3.64e-05,-0.48
123.0,-3.62e-05,-0.46
124.0,-3.6e-05,-0.48
125.0,-3.58e-05,-0.46
126.0,-3.56e-05,-0.46
127.0,-3.54e-05,-0.48
128.0,-3.52e-05,-0.44
129.0,-3.5e-05,-0.46
130.0,-3.48e-05,-0.44
131.0,-3.46e-05,-0.44
132.0,-3.44e-05,-0.46
133.0,-3.42e-05,-0.44
134.0,-3.4e-05,-0.44
135.0,-3.38e-05,-0.44
136.0,-3.36e-05,-0.42
137.0,-3.34e-05,-0.44
138.0,-3.32e-05,-0.42
139.0,-3.3e-05,-0.42
140.0,-3.28e-05,-0.4
141.0,-3.26e-05,-0.4
142.0,-3.24e-05,-0.38
143.0,-3.22e-05,-0.38
144.0,-3.2e-05,-0.28
145.0,-3.18e-05,-0.28
146.0,-3.16e-05,-0.16
147.0,-3.14e-05,-0.16
148.0,-3.12e-05,-0.02
149.0,-3.1e-05,-0.02
150.0,-3.08e-05,0.08
151.0,-3.06e-05,0.12
152.0,-3.04e-05,0.26
153.0,-3.02e-05,0.28
154.0,-3e-05,0.42
155.0,-2.98e-05,0.44
156.0,-2.96e-05,0.56
157.0,-2.94e-05,0.56
158.0,-2.92e-05,0.68
159.0,-2.9e-05,0.7
160.0,-2.88e-05,0.78
161.0,-2.86e-05,0.78
162.0,-2.84e-05,0.86
163.0,-2.82e-05,0.86
164.0,-2.8e-05,0.88
165.0,-2.78e-05,0.88
166.0,-2.76e-05,0.88
167.0,-2.74e-05,0.88
168.0,-2.72e-05,0.84
169.0,-2.7e-05,0.86
170.0,-2.68e-05,0.78
171.0,-2.66e-05,0.78
172.0,-2.64e-05,0.68
173.0,-2.62e-05,0.66
174.0,-2.6e-05,0.54
175.0,-2.58e-05,0.54
176.0,-2.56e-05,0.36
177.0,-2.54e-05,0.36
178.0,-2.52e-05,0.18
179.0,-2.5e-05,0.18
180.0,-2.48e-05,-0.02
181.0,-2.46e-05,-0.02
182.0,-2.44e-05,-0.22
183.0,-2.42e-05,-0.22
184.0,-2.4e-05,-0.32
185.0,-2.38e-05,-0.34
186.0,-2.36e-05,-0.4
187.0,-2.34e-05,-0.4
188.0,-2.32e-05,-0.44
189.0,-2.3e-05,-0.42
190.0,-2.28e-05,-0.44
191.0,-2.26e-05,-0.46
192.0,-2.24e-05,-0.44
193.0,-2.22e-05,-0.44
194.0,-2.2e-05,-0.46
195.0,-2.18e-05,-0.46
196.0,-2.16e-05,-0.44
197.0,-2.14e-05,-0.46
198.0,-2.12e-05,-0.46
199.0,-2.1e-05,-0.48
200.0,-2.08e-05,-0.44
201.0,-2.06e-05,-0.46
202.0,-2.04e-05,-0.44
203.0,-2.02e-05,-0.46
204.0,-2e-05,-0.44
205.0,-1.98e-05,-0.44
206.0,-1.96e-05,-0.46
207.0,-1.94e-05,-0.44
208.0,-1.92e-05,-0.46
209.0,-1.9e-05,-0.46
210.0,-1.88e-05,-0.44
211.0,-1.86e-05,-0.44
212.0,-1.84e-05,-0.46
213.0,-1.82e-05,-0.44
214.0,-1.8e-05,-0.42
215.0,-1.78e-05,-0.44
216.0,-1.76e-05,-0.42
217.0,-1.74e-05,-0.42
218.0,-1.72e-05,-0.38
219.0,-1.7e-05,-0.38
220.0,-1.68e-05,-0.34
221.0,-1.66e-05,-0.34
222.0,-1.64e-05,-0.22
223.0,-1.62e-05,-0.22
224.0,-1.6e-05,-0.08
225.0,-1.58e-05,-0.06
226.0,-1.56e-05,0.04
227.0,-1.54e-05,0.04
228.0,-1.52e-05,0.2
229.0,-1.5e-05,0.22
