"Rigol Technologies,Inc. -[Data]",,
,,
,,
,,
CH1 2.00V  10.00us 25.00MSa  Size=600  [Date:10/14/2015],,
,,
,,
NO.,Time,Voltage
,,
1.0,-6.06e-05,1.44
2.0,-6.04e-05,1.92
3.0,-6.02e-05,2.0
4.0,-6e-05,2.4
5.0,-5.98e-05,2.4
6.0,-5.96e-05,2.8
7.0,-5.94e-05,2.88
8.0,-5.92e-05,3.12
9.0,-5.9e-05,3.12
10.0,-5.88e-05,3.44
11.0,-5.86e-05,3.44
12.0,-5.84e-05,3.52
13.0,-5.82e-05,3.52
14.0,-5.8e-05,3.52
15.0,-5.78e-05,3.52
16.0,-5.76e-05,3.44
17.0,-5.74e-05,3.44
18.0,-5.72e-05,3.2
19.0,-5.7e-05,3.2
20.0,-5.68e-05,2.8
21.0,-5.66e-05,2.72
22.0,-5.64e-05,2.24
23.0,-5.62e-05,2.24
24.0,-5.6e-05,1.6
25.0,-5.58e-05,1.6
26.0,-5.56e-05,0.96
27.0,-5.54e-05,0.88
28.0,-5.52e-05,0.16
29.0,-5.5e-05,0.08
30.0,-5.48e-05,-0.24
31.0,-5.46e-05,-0.24
32.0,-5.44e-05,-0.48
33.0,-5.42e-05,-0.48
34.0,-5.4e-05,-0.48
35.0,-5.38e-05,-0.56
36.0,-5.36e-05,-0.48
37.0,-5.34e-05,-0.56
38.0,-5.32e-05,-0.64
39.0,-5.3e-05,-0.64
40.0,-5.28e-05,-0.48
41.0,-5.26e-05,-0.64
42.0,-5.24e-05,-0.48
43.0,-5.22e-05,-0.56
44.0,-5.2e-05,-0.56
45.0,-5.18e-05,-0.56
46.0,-5.16e-05,-0.64
47.0,-5.14e-05,-0.48
48.0,-5.12e-05,-0.56
49.0,-5.1e-05,-0.56
50.0,-5.08e-05,-0.56
51.0,-5.06e-05,-0.56
52.0,-5.04e-05,-0.64
53.0,-5.02e-05,-0.56
54.0,-5e-05,-0.64
55.0,-4.98e-05,-0.56
56.0,-4.96e-05,-0.64
57.0,-4.94e-05,-0.64
58.0,-4.92e-05,-0.56
59.0,-4.9e-05,-0.56
60.0,-4.88e-05,-0.56
61.0,-4.86e-05,-0.56
62.0,-4.84e-05,-0.64
63.0,-4.82e-05,-0.56
64.0,-4.8e-05,-0.64
65.0,-4.78e-05,-0.56
66.0,-4.76e-05,-0.56
67.0,-4.74e-05,-0.56
68.0,-4.72e-05,-0.56
69.0,-4.7e-05,-0.56
70.0,-4.68e-05,-0.64
71.0,-4.66e-05,-0.56
72.0,-4.64e-05,-0.64
73.0,-4.62e-05,-0.56
74.0,-4.6e-05,-0.48
75.0,-4.58e-05,-0.48
76.0,-4.56e-05,-0.64
77.0,-4.54e-05,-0.56
78.0,-4.52e-05,-0.48
79.0,-4.5e-05,-0.48
80.0,-4.48e-05,-0.56
81.0,-4.46e-05,-0.56
82.0,-4.44e-05,-0.48
83.0,-4.42e-05,-0.56
84.0,-4.4e-05,-0.48
85.0,-4.38e-05,-0.56
86.0,-4.36e-05,-0.48
87.0,-4.34e-05,-0.48
88.0,-4.32e-05,-0.56
89.0,-4.3e-05,-0.48
90.0,-4.28e-05,-0.56
91.0,-4.26e-05,-0.48
92.0,-4.24e-05,-0.48
93.0,-4.22e-05,-0.48
94.0,-4.2e-05,-0.48
95.0,-4.18e-05,-0.48
96.0,-4.16e-05,-0.56
97.0,-4.14e-05,-0.48
98.0,-4.12e-05,-0.48
99.0,-4.1e-05,-0.48
100.0,-4.08e-05,-0.48
101.0,-4.06e-05,-0.48
102.0,-4.04e-05,-0.56
103.0,-4.02e-05,-0.48
104.0,-4e-05,-0.48
105.0,-3.98e-05,-0.48
106.0,-3.96e-05,-0.56
107.0,-3.94e-05,-0.48
108.0,-3.92e-05,-0.56
109.0,-3.9e-05,-0.48
110.0,-3.88e-05,-0.56
111.0,-3.86e-05,-0.48
112.0,-3.84e-05,-0.56
113.0,-3.82e-05,-0.48
114.0,-3.8e-05,-0.56
115.0,-3.78e-05,-0.56
116.0,-3.76e-05,-0.48
117.0,-3.74e-05,-0.48
118.0,-3.72e-05,-0.64
119.0,-3.7e-05,-0.56
120.0,-3.68e-05,-0.48
121.0,-3.66e-05,-0.56
122.0,-3.64e-05,-0.48
123.0,-3.62e-05,-0.56
124.0,-3.6e-05,-0.48
125.0,-3.58e-05,-0.56
126.0,-3.56e-05,-0.48
127.0,-3.54e-05,-0.48
128.0,-3.52e-05,-0.56
129.0,-3.5e-05,-0.56
130.0,-3.48e-05,-0.48
131.0,-3.46e-05,-0.56
132.0,-3.44e-05,-0.56
133.0,-3.42e-05,-0.56
134.0,-3.4e-05,-0.48
135.0,-3.38e-05,-0.48
136.0,-3.36e-05,-0.56
137.0,-3.34e-05,-0.56
138.0,-3.32e-05,-0.48
139.0,-3.3e-05,-0.48
140.0,-3.28e-05,-0.56
141.0,-3.26e-05,-0.48
142.0,-3.24e-05,-0.48
143.0,-3.22e-05,-0.48
144.0,-3.2e-05,-0.48
145.0,-3.18e-05,-0.48
146.0,-3.16e-05,-0.56
147.0,-3.14e-05,-0.48
148.0,-3.12e-05,-0.4
149.0,-3.1e-05,-0.4
150.0,-3.08e-05,-0.24
151.0,-3.06e-05,-0.24
152.0,-3.04e-05,0.0
153.0,-3.02e-05,0.08
154.0,-3e-05,0.48
155.0,-2.98e-05,0.48
156.0,-2.96e-05,0.96
157.0,-2.94e-05,0.96
158.0,-2.92e-05,1.44
159.0,-2.9e-05,1.52
160.0,-2.88e-05,1.92
161.0,-2.86e-05,2.0
162.0,-2.84e-05,2.24
163.0,-2.82e-05,2.32
164.0,-2.8e-05,2.64
165.0,-2.78e-05,2.64
166.0,-2.76e-05,2.88
167.0,-2.74e-05,2.88
168.0,-2.72e-05,3.04
169.0,-2.7e-05,3.04
170.0,-2.68e-05,3.12
171.0,-2.66e-05,3.04
172.0,-2.64e-05,2.88
173.0,-2.62e-05,2.88
174.0,-2.6e-05,2.72
175.0,-2.58e-05,2.72
176.0,-2.56e-05,2.4
177.0,-2.54e-05,2.32
178.0,-2.52e-05,1.92
179.0,-2.5e-05,1.84
180.0,-2.48e-05,1.36
181.0,-2.46e-05,1.2
182.0,-2.44e-05,0.64
183.0,-2.42e-05,0.48
184.0,-2.4e-05,-0.08
185.0,-2.38e-05,-0.16
186.0,-2.36e-05,-0.32
187.0,-2.34e-05,-0.32
188.0,-2.32e-05,-0.48
189.0,-2.3e-05,-0.48
190.0,-2.28e-05,-0.56
191.0,-2.26e-05,-0.48
192.0,-2.24e-05,-0.56
193.0,-2.22e-05,-0.56
194.0,-2.2e-05,-0.64
195.0,-2.18e-05,-0.56
196.0,-2.16e-05,-0.64
197.0,-2.14e-05,-0.56
198.0,-2.12e-05,-0.56
199.0,-2.1e-05,-0.64
200.0,-2.08e-05,-0.56
201.0,-2.06e-05,-0.56
202.0,-2.04e-05,-0.64
203.0,-2.02e-05,-0.48
204.0,-2e-05,-0.64
205.0,-1.98e-05,-0.56
206.0,-1.96e-05,-0.48
207.0,-1.94e-05,-0.56
208.0,-1.92e-05,-0.64
209.0,-1.9e-05,-0.64
210.0,-1.88e-05,-0.56
211.0,-1.86e-05,-0.56
212.0,-1.84e-05,-0.56
213.0,-1.82e-05,-0.56
214.0,-1.8e-05,-0.64
215.0,-1.78e-05,-0.56
216.0,-1.76e-05,-0.64
217.0,-1.74e-05,-0.48
218.0,-1.72e-05,-0.64
219.0,-1.7e-05,-0.56
220.0,-1.68e-05,-0.48
221.0,-1.66e-05,-0.56
222.0,-1.64e-05,-0.56
223.0,-1.62e-05,-0.56
224.0,-1.6e-05,-0.56
225.0,-1.58e-05,-0.56
226.0,-1.56e-05,-0.48
227.0,-1.54e-05,-0.56
228.0,-1.52e-05,-0.48
229.0,-1.5e-05,-0.48
230.0,-1.48e-05,-0.56
231.0,-1.46e-05,-0.48
232.0,-1.44e-05,-0.56
233.0,-1.42e-05,-0.48
234.0,-1.4e-05,-0.56
235.0,-1.38e-05,-0.48
236.0,-1.36e-05,-0.56
237.0,-1.34e-05,-0.48
238.0,-1.32e-05,-0.48
239.0,-1.3e-05,-0.48
240.0,-1.28e-05,-0.48
241.0,-1.26e-05,-0.48
242.0,-1.24e-05,-0.48
243.0,-1.22e-05,-0.48
244.0,-1.2e-05,-0.4
245.0,-1.18e-05,-0.4
246.0,-1.16e-05,-0.4
247.0,-1.14e-05,-0.4
248.0,-1.12e-05,-0.48
249.0,-1.1e-05,-0.4
250.0,-1.08e-05,-0.4
251.0,-1.06e-05,-0.4
252.0,-1.04e-05,-0.48
253.0,-1.02e-05,-0.4
254.0,-1e-05,-0.48
255.0,-9.8e-06,-0.4
256.0,-9.6e-06,-0.48
257.0,-9.4e-06,-0.48
258.0,-9.2e-06,-0.4
259.0,-9e-06,-0.48
260.0,-8.8e-06,-0.48
261.0,-8.6e-06,-0.48
262.0,-8.4e-06,-0.4
263.0,-8.2e-06,-0.48
264.0,-8e-06,-0.48
265.0,-7.8e-06,-0.48
266.0,-7.6e-06,-0.48
267.0,-7.4e-06,-0.48
268.0,-7.2e-06,-0.56
269.0,-7e-06,-0.48
270.0,-6.8e-06,-0.56
271.0,-6.6e-06,-0.56
272.0,-6.4e-06,-0.48
273.0,-6.2e-06,-0.48
274.0,-6e-06,-0.56
275.0,-5.8e-06,-0.48
276.0,-5.6e-06,-0.56
277.0,-5.4e-06,-0.48
278.0,-5.2e-06,-0.56
279.0,-5e-06,-0.48
280.0,-4.8e-06,-0.56
281.0,-4.6e-06,-0.56
282.0,-4.4e-06,-0.48
283.0,-4.2e-06,-0.48
284.0,-4e-06,-0.56
285.0,-3.8e-06,-0.48
286.0,-3.6e-06,-0.56
287.0,-3.4e-06,-0.56
288.0,-3.2e-06,-0.48
289.0,-3e-06,-0.48
290.0,-2.8e-06,-0.56
291.0,-2.6e-06,-0.56
292.0,-2.4e-06,-0.48
293.0,-2.2e-06,-0.48
294.0,-2e-06,-0.48
295.0,-1.8e-06,-0.48
296.0,-1.6e-06,-0.48
297.0,-1.4e-06,-0.48
298.0,-1.2e-06,-0.48
299.0,-1e-06,-0.48
300.0,-8e-07,-0.32
301.0,-6e-07,-0.24
302.0,-4e-07,-0.08
303.0,-2e-07,0.0
304.0,-3.56e-14,0.32
305.0,2e-07,0.48
306.0,4e-07,0.88
307.0,6e-07,0.88
308.0,8e-07,1.36
309.0,1e-06,1.44
310.0,1.2e-06,1.84
311.0,1.4e-06,1.92
312.0,1.6e-06,2.4
313.0,1.8e-06,2.4
314.0,2e-06,2.72
315.0,2.2e-06,2.8
316.0,2.4e-06,3.12
317.0,2.6e-06,3.2
318.0,2.8e-06,3.36
319.0,3e-06,3.44
320.0,3.2e-06,3.52
321.0,3.4e-06,3.52
322.0,3.6e-06,3.52
323.0,3.8e-06,3.52
324.0,4e-06,3.44
325.0,4.2e-06,3.44
326.0,4.4e-06,3.2
327.0,4.6e-06,3.2
328.0,4.8e-06,2.8
329.0,5e-06,2.8
330.0,5.2e-06,2.32
331.0,5.4e-06,2.24
332.0,5.6e-06,1.68
333.0,5.8e-06,1.68
334.0,6e-06,0.96
335.0,6.2e-06,0.96
336.0,6.4e-06,0.16
337.0,6.6e-06,0.16
338.0,6.8e-06,-0.24
339.0,7e-06,-0.24
340.0,7.2e-06,-0.48
341.0,7.4e-06,-0.48
342.0,7.6e-06,-0.56
343.0,7.8e-06,-0.48
344.0,8e-06,-0.56
345.0,8.2e-06,-0.64
346.0,8.4e-06,-0.48
347.0,8.6e-06,-0.56
348.0,8.8e-06,-0.64
349.0,9e-06,-0.56
350.0,9.2e-06,-0.64
351.0,9.4e-06,-0.56
352.0,9.6e-06,-0.64
353.0,9.8e-06,-0.56
354.0,1e-05,-0.64
355.0,1.02e-05,-0.56
356.0,1.04e-05,-0.56
357.0,1.06e-05,-0.56
358.0,1.08e-05,-0.64
359.0,1.1e-05,-0.64
360.0,1.12e-05,-0.56
361.0,1.14e-05,-0.56
362.0,1.16e-05,-0.64
363.0,1.18e-05,-0.56
364.0,1.2e-05,-0.64
365.0,1.22e-05,-0.56
366.0,1.24e-05,-0.64
367.0,1.26e-05,-0.56
368.0,1.28e-05,-0.48
369.0,1.3e-05,-0.56
370.0,1.32e-05,-0.64
371.0,1.34e-05,-0.64
372.0,1.36e-05,-0.56
373.0,1.38e-05,-0.56
374.0,1.4e-05,-0.64
375.0,1.42e-05,-0.64
376.0,1.44e-05,-0.48
377.0,1.46e-05,-0.56
378.0,1.48e-05,-0.56
379.0,1.5e-05,-0.56
380.0,1.52e-05,-0.56
381.0,1.54e-05,-0.56
382.0,1.56e-05,-0.48
383.0,1.58e-05,-0.48
384.0,1.6e-05,-0.56
385.0,1.62e-05,-0.48
386.0,1.64e-05,-0.56
387.0,1.66e-05,-0.56
388.0,1.68e-05,-0.48
389.0,1.7e-05,-0.48
390.0,1.72e-05,-0.56
391.0,1.74e-05,-0.48
392.0,1.76e-05,-0.56
393.0,1.78e-05,-0.48
394.0,1.8e-05,-0.56
395.0,1.82e-05,-0.48
396.0,1.84e-05,-0.56
397.0,1.86e-05,-0.48
398.0,1.88e-05,-0.48
399.0,1.9e-05,-0.48
400.0,1.92e-05,-0.48
401.0,1.94e-05,-0.48
402.0,1.96e-05,-0.48
403.0,1.98e-05,-0.48
404.0,2e-05,-0.48
405.0,2.02e-05,-0.48
406.0,2.04e-05,-0.56
407.0,2.06e-05,-0.48
408.0,2.08e-05,-0.56
409.0,2.1e-05,-0.48
410.0,2.12e-05,-0.56
411.0,2.14e-05,-0.48
412.0,2.16e-05,-0.56
413.0,2.18e-05,-0.48
414.0,2.2e-05,-0.56
415.0,2.22e-05,-0.48
416.0,2.24e-05,-0.56
417.0,2.26e-05,-0.48
418.0,2.28e-05,-0.56
419.0,2.3e-05,-0.48
420.0,2.32e-05,-0.56
421.0,2.34e-05,-0.56
422.0,2.36e-05,-0.48
423.0,2.38e-05,-0.56
424.0,2.4e-05,-0.48
425.0,2.42e-05,-0.56
426.0,2.44e-05,-0.48
427.0,2.46e-05,-0.56
428.0,2.48e-05,-0.48
429.0,2.5e-05,-0.56
430.0,2.52e-05,-0.48
431.0,2.54e-05,-0.48
432.0,2.56e-05,-0.56
433.0,2.58e-05,-0.48
434.0,2.6e-05,-0.56
435.0,2.62e-05,-0.48
436.0,2.64e-05,-0.56
437.0,2.66e-05,-0.56
438.0,2.68e-05,-0.48
439.0,2.7e-05,-0.48
440.0,2.72e-05,-0.56
441.0,2.74e-05,-0.56
442.0,2.76e-05,-0.48
443.0,2.78e-05,-0.56
444.0,2.8e-05,-0.48
445.0,2.82e-05,-0.56
446.0,2.84e-05,-0.48
447.0,2.86e-05,-0.48
448.0,2.88e-05,-0.56
449.0,2.9e-05,-0.48
450.0,2.92e-05,-0.56
451.0,2.94e-05,-0.48
452.0,2.96e-05,-0.48
453.0,2.98e-05,-0.48
454.0,3e-05,-0.48
455.0,3.02e-05,-0.48
456.0,3.04e-05,-0.4
457.0,3.06e-05,-0.4
458.0,3.08e-05,-0.24
459.0,3.1e-05,-0.24
460.0,3.12e-05,0.0
461.0,3.14e-05,0.08
462.0,3.16e-05,0.48
463.0,3.18e-05,0.56
464.0,3.2e-05,0.96
465.0,3.22e-05,0.96
466.0,3.24e-05,1.44
467.0,3.26e-05,1.52
468.0,3.28e-05,1.92
469.0,3.3e-05,2.0
470.0,3.32e-05,2.24
471.0,3.34e-05,2.32
472.0,3.36e-05,2.64
473.0,3.38e-05,2.72
474.0,3.4e-05,2.88
475.0,3.42e-05,2.88
476.0,3.44e-05,3.04
477.0,3.46e-05,3.04
478.0,3.48e-05,3.04
479.0,3.5e-05,3.04
480.0,3.52e-05,2.88
481.0,3.54e-05,2.88
482.0,3.56e-05,2.72
483.0,3.58e-05,2.72
484.0,3.6e-05,2.24
485.0,3.62e-05,2.24
486.0,3.64e-05,1.84
487.0,3.66e-05,1.76
488.0,3.68e-05,1.2
489.0,3.7e-05,1.2
490.0,3.72e-05,0.56
491.0,3.74e-05,0.48
492.0,3.76e-05,-0.08
493.0,3.78e-05,-0.16
494.0,3.8e-05,-0.32
495.0,3.82e-05,-0.4
496.0,3.84e-05,-0.48
497.0,3.86e-05,-0.48
498.0,3.88e-05,-0.56
499.0,3.9e-05,-0.56
500.0,3.92e-05,-0.48
501.0,3.94e-05,-0.56
502.0,3.96e-05,-0.64
503.0,3.98e-05,-0.56
504.0,4e-05,-0.64
505.0,4.02e-05,-0.56
506.0,4.04e-05,-0.64
507.0,4.06e-05,-0.56
508.0,4.08e-05,-0.64
509.0,4.1e-05,-0.56
510.0,4.12e-05,-0.64
511.0,4.14e-05,-0.64
512.0,4.16e-05,-0.48
513.0,4.18e-05,-0.64
514.0,4.2e-05,-0.48
515.0,4.22e-05,-0.64
516.0,4.24e-05,-0.56
517.0,4.26e-05,-0.64
518.0,4.28e-05,-0.56
519.0,4.3e-05,-0.64
520.0,4.32e-05,-0.48
521.0,4.34e-05,-0.56
522.0,4.36e-05,-0.64
523.0,4.38e-05,-0.64
524.0,4.4e-05,-0.48
525.0,4.42e-05,-0.64
526.0,4.44e-05,-0.56
527.0,4.46e-05,-0.56
528.0,4.48e-05,-0.56
529.0,4.5e-05,-0.56
530.0,4.52e-05,-0.56
531.0,4.54e-05,-0.56
532.0,4.56e-05,-0.48
533.0,4.58e-05,-0.56
534.0,4.6e-05,-0.48
535.0,4.62e-05,-0.48
536.0,4.64e-05,-0.56
537.0,4.66e-05,-0.56
538.0,4.68e-05,-0.48
539.0,4.7e-05,-0.48
540.0,4.72e-05,-0.56
541.0,4.74e-05,-0.56
542.0,4.76e-05,-0.48
543.0,4.78e-05,-0.48
